"","ID","URL","Type","Corpus","Date","Dateline","Place","Topic","Title","Body","Notes","Snippet","Context","Summary","Sentiment"
"56","Review: 127 : Amazon Echo - Black","null",0,"Amazon Review","Tue Jul 05 00:00:00 EDT 2016","5-Jul-16","null","Amazon Echo - Black","null","My brother told me about the Echo when we were having lunch in the Summer ofI was intrigued but Im somewhat of an audio snob and like to hear music playing on my sound system The Echo had no way to connect to my sound system for playback Another problem for me was that unlike my brother I am not a PRIME member However I liked all the other stuff Echo could do Pandora Radio Stations general questions etc so I spent some months reading the reviews As soon as I saw it on sale on Black Friday I ordered my own and Im so glad I did Setup was painless and she did a good job of hearing me even before any voice training As we were going through checking various stations and Pandora I said Alexa play some chamber music Her response I cant find a chamber music station on Pandora playing chamber music from IHeartRadio I was hooked If she cant answer some question Ill have her check Wiki In fact I can drill down a level in some cases For instance Alexa Wiki The Beatles Taxman will go right to that Wiki page for the song TAXMAN and Alexa will start reading Then shell refer you to the app for more OR you can say Alexa more and shell continue reading My only complaint is within the skills section This is a common gripe I keep a cheatsheet of the various commands used to start the skill Launch start ask open play tell are some of the options and its confusing without the cheatsheet Also the skills could be better organized Stillstars So after a few weeks of listening to all that is available I was hearing more new and great music than Ive heard in a long time My next step was to add some Wemo switches and get a membership to Amazon Prime Music account Thats onlybucks a year and enabled me to upload as many assongs Thats much more than my collection by the way The upload was time consuming but worth it Echo is always on always playing and always ready This is the best piece of technology Ive ever owned I intend to purchase the Dot at some point but will never replace the Echo Even if you dont have a Prime membership the Echo is still a great buy I havent even mentioned the newsweathershoppingtimersalarm functions but they get used on a regular basis as well The idea that it is always on is a great feature When some question pops into my head and I can just ask Alexa Who was in the group Badfinger Who directed Empire of the Sun How many calories in a Big Mac What was Pink Floyds th album Ask the dog if hes hungry added skill When did Woody Guthrie die What was Stanly Kubricks th film You get the idea Now stop reading this and order an Echo for yourself Youll love it","null","null",NA,"null","positive"
"57","Review: 73 : Amazon Echo - Black","null",0,"Amazon Review","Thu Apr 14 00:00:00 EDT 2016","14-Apr-16","null","Amazon Echo - Black","null","I bought an Amazon Echo a few months back and it has completely changed the way I live For one it is so much easier to control everything at home especially on days when I am too lazy to get out of bed Alexa understands me very well The only issue that had was how I have to be near my Echo in order for it to work and I did not want to spend the money buying the remoteThere was once when I only realised that I had forgotten to turn off the WeMo lights I have at home when I had reached the office That was when I started to search for other ways to control my homeautomated devices even when Im not near my Amazon Echo Recently I stumbled upon this new mobile app called Roger which actually allows you to talk to Alexa through the app itself It works even better than the Remote since the app is completely free Its an app that allows you to talk to anyone and all you have to do is add Alexa like any other contact and you can start talking to her Since then it has opened up so many new ways for me to use my Amazon Echo Personally it is the capabilities of Alexa that made me buy my Amazon Echo in the first place so its great that now I can now make Alexa do what I want when Im not with my Echo Plus one thing I really like about the app is how good the audio quality is so Alexa is able to understand me even when Im in noisy situations","null","null",NA,"null","positive"
"58","Review: 312 : Amazon Echo - Black","null",0,"Amazon Review","Tue Apr 19 00:00:00 EDT 2016","19-Apr-16","null","Amazon Echo - Black","null","I bought this when it first came out and was on the waiting list I was a bit disappointed at first the name Alexa could not be preprogramed and chosen Secondly there were limits on other applications and linking equipment It has slowly gotten better in the number of things you can do with it and Amazon has made some effort to continue to grow its applicability That being said I do not have a multitude of items that are linked to it I use it mostly as an enhanced alarm clock Be advised if your power goes off no alarmEcho It would be great to have a battery backup Also if your wifi is down no features The good is that I can go to bed and just tell it Alexa set the alarm foram and never touch anythingyou would not believe how great this isespecially in the AM when I say Alexa off Alexa set the timer forminutes so I can get a few more zzzzzs No reaching in the dark trying to find an alarm button I like telling it to read from my audible account or listen to classical when in the bedroom It is also helpful to have a newsletter email on new things you can do with Alexa I wish these were available in audible so I could just listed to them on the way to work I am currently programming the traffic feature I recently purchased two of these for Christmas presents One for a technologysavy friend who loves it One for my elderly aunt and uncle who needed help in setting it up and were a bit challenged by the need for an app They do not have an iphone or smart phone and still have a line in telephone Once set up they have it in their kitchen and while my uncle uses it to listen to Stan Getz my aunt uses it for notes and reminders Both were pleased with it But I think they use it through their computer I hope that Amazon continues to work on the applications that can be associated with the Echo and find a way to use it without having the app It is the best of this kind of technology I took a point off forlimitation on the name Alexafailure to have a backup batterylimits on connecting with other technologies Linking with other echos is not of importance to me since all run off of your app There was a problem right after the Amazon Tap and other item came out due to some software or other upgrade and my system needed rebooting I thought I had a power failure but a friend in another state had the same issue I have never used customer service for this","null","null",NA,"null","positive"
"59","Review: 410 : Amazon Echo - Black","null",0,"Amazon Review","Wed Jul 20 00:00:00 EDT 2016","20-Jul-16","null","Amazon Echo - Black","null","This is my second Echo Love it Purchased one for the bedroom to use as an alarm radio sound maker with sleep timer I changed the activation word on the second one so it doesnt interfere if you have another unit close by Easy to set my wakeup alarm with my voice right from bed ask Alexa what time it is tell her to snooze or stop the alarm without having to get up I always hated alarm clocks since the clock lights even when dim distract my sleep Also great when you want to hear some tunes its linked to Spotify and I find this is a great integration I purchased them for multiple family members and every time someone sees it they want one too For the price its an amazing piece of technology","null","null",NA,"null","positive"
"60","Review: 211 : Amazon Echo - Black","null",0,"Amazon Review","Fri Nov 11 00:00:00 EST 2016","11-Nov-16","null","Amazon Echo - Black","null","So its been less than a week since my new Best Friend Alexa has moved into my apartment I will say that having her around is pretty cool LAZINESS ensues Alexa SHUT UP And she turns off the music Alexa does Florida play Georgia this weekend Alexa tells me the schedule Alexa do I need a jacket And so onI will say its quite an adjustment because Ive accidentally called Alexa Siri on more than one occasion I wish she could play music from my cell phone or tell me when my phone is ringing so I can turn the music down but overallso farI like having her around to Play some yoga music at the end of a long day or wake me up in an hour after my nap Im not disappointed and neither will you OH obviously dont turn the volume up too loud or she wont hear you Also be sure to add feedback on whether she does what you want her to do or not because it allows her to adjust to you and your accent if you have one This is Veterans Day weekendso she played some patriotic music for me upon request It was cool I hope the Dot goes on sale for Black Friday because I need one in the bathroom bedroom and spare office space Shes always listening too so when Im on the phone talking about her to someone she wakes up Its hilarious Lol","null","null",NA,"null","positive"
"61","Review: 88 : Amazon Echo - Black","null",0,"Amazon Review","Sat Nov 28 00:00:00 EST 2015","28-Nov-15","null","Amazon Echo - Black","null","The Echo is really good for checking the weather or playing music by artists with distinctive names Otherwise the voice recognition isnt very good and even when Alexa hears you correctly it doesnt understand or does the wrong thing more often than not As an example I asked Alexa to play Gustav Holst and Alexa repeatedly interpreted this as Play Gustav Holst Holiday which is apparently just holiday carols and not even orchestral In the app I could see that Alexa had heard me correctly but was inserting the extra word and creating an entire new Pandora channel instead of playing the already existing channel that matched exactly Additionally Alexa often responds to the TV even when the volume is low and Im speaking right next to the device Alexa also has trouble with sibilants and softer consonant sounds The word Stuff is frequently interpreted as stop and asking Alexa to turn on a light group called colors resulted in Alexa adding salsa to my shopping list As far as sports you can only ask about specific teams If you say Alexa when is the next NFL game or Alexa what teams are playing on Thursday you will get no answer Other simple things that dont work asking for a list of books by a specific author trying to get Alexa to read you a recipe asking anything from around a corner even if onlyfeet away asking Alexa about a specific area code","null","null",NA,"null","positive"
"62","Review: 206 : Amazon Echo - Black","null",0,"Amazon Review","Thu Jul 14 00:00:00 EDT 2016","14-Jul-16","null","Amazon Echo - Black","null","I struggled with buying the Amazon Echo Something told me it would sit and gather dust just like so many of my other items However this is not an ordinary item Its Alexa and I am having a great time exploring all that she does Thanks Amazon for yet another great product","null","null",NA,"null","negative"
"63","Review: 442 : Amazon Echo - Black","null",0,"Amazon Review","Sun Feb 07 00:00:00 EST 2016","7-Feb-16","null","Amazon Echo - Black","null","Works as advertised Easy to set up Nice that you can set it anywhere all you need is an electrical plug She found all the devices in a few seconds and can now operate the house lights etc Wish she could send emails and operate at least the prime TV but she can do a lot and I see a lot of potential for growth The sound is nice and she is full of important information about all those obscure things you have always wondered about like Donald Trumps birthday and how far it is to the moon Oh yea Why does she only interface with the Google calendar I have the Amazon calendar all set up and full of all my stuff but she wont access it or any of the calendars I use like Apple or outlook Over all pretty neat hope it realizes it potential soon and becomes indispensable","null","null",NA,"null","positive"
"64","Review: 292 : Amazon Echo - Black","null",0,"Amazon Review","Sun Sep 20 00:00:00 EDT 2015","20-Sep-15","null","Amazon Echo - Black","null","I absolutely love my Echo I can control my lights set timers and alarms and get news and weather updates all by just speaking to Alexa I also use it as a highquality bluetooth speaker for my iPhone I have a pretty small apartment and the Echo has no trouble hearing me without the use of the remote The integration with Hue lights is an amazing feature Ive grouped my lights into bedroom living room etc in the Alexa iPhone app so I can say Alexa turn on the bedroom lights instead of turning on all of my hue lights It really does feel like the future Ive bought a lot of tech items over the years but the Echo is one of a very few that I use consistently on a daily basis and hasnt given me a single issue I look forward to the future functionality that the Echo team has in store","null","null",NA,"null","positive"
"65","Review: 298 : Amazon Echo - Black","null",0,"Amazon Review","Sun Jun 26 00:00:00 EDT 2016","26-Jun-16","null","Amazon Echo - Black","null","This was on my Wishlist for several months before I finally hit Add To Cart Ive been a techie kind of guy since the days of transistor radios and also a music lover So wanting an Echo of my own was somewhat inevitable But I dislike issuing voice commands to devices For example I replaced my trusty Samsung Notewith an iPhone well over a year ago and I do love it but I have not used Siri once The device is hefty and a bit futuristic looking and I like that When playing music through it I quickly discovered that most songs Blues Rock s Country s Oldies sounded nothing less than awesome while some others sounded a bit muddy I concluded that two things were at play the complexity of the recording and my choice of where the Echo had been physically placed in the room Overall the sound improved when I moved the Echo off of my computer desk and instead placed it on the kitchenliving room passthrough as shown in my photo below In fact it then sounded quite different depending on which of those rooms I happened to be in so the acoustics of the room do matter But the downwardfiring monoral speaker configuration simply cant produce a highfidelity sound if the original recording contains too many mixedin instruments This is just not the norm however I think the best way I can describe the quality of the sound is that its not unlike what you would get from a good FM table radio If it was the only audio device you owned because of space or cost you would be pleased But in a competition between the Echo and myiPod boombox the boombox would win but not by so much that the Echo would become nothing more than a dustcollector Prime Audio Pandora One and Spotify Premium were my audio sources The techie in me also needed to have some wifi home automation gear for it to control In no time at all I had added four TPLINK Smart Plugs and three Philips Hue light bulbs Setup was quite simple and I absolutely love using Echo to turn my lights on or off because my hands are full or Im sitting on the couch Main usesI didnt think I would care about the Alexa apps Shopping List and To Do List but I always did keep such things on paper and now I no longer do You can even access your lists from your phone while away from home shoppingIn the morning when Im checking my email I have Echo read me my Morning Briefing and give me the weather reportWhen Im sitting out on my balcony I can hear the music from my Echo loud and clear right from where Ive positioned it and never go paston the volume scale Mono is as good as stereo if youre sitting somewhere that your ears cant differentiate between the two channelsin fact it can even be better than stereo because no such differentiation is necessary or even possibleWhile looking for things in the refrigerator I can add things to my shopping list without having to look for the list or something to write withTimers and alarms You can set the timeralarm volume separately from the music volume which means you can make it much louder than you would ever set it for your music You wont overcook those hardboiled eggs ever again Bottom line an easy five stars wellbuilt sounds great and a bargain at its current price Just dont be too excited about the different Skills you can utilize through it as most are not much more than novelties","null","null",NA,"null","positive"
"66","Review: 284 : Amazon Echo - Black","null",0,"Amazon Review","Sat Jan 09 00:00:00 EST 2016","9-Jan-16","null","Amazon Echo - Black","null","LOVE ITLOVE HER Husband bought her for me for Christmas at my request Excellent sound quality Nice styling She is very trainable or I should say she trains ushow to ask her questions She has a few quirks that I have yet to get worked out She cannot recognize our locationnot her fault since Amazon defaults back to another locationthe largest of the three areas our zip code covers I would have preferred the option to change to an EnglishBritish accent It would appear that she was not programmed to do that Otherwise her voice is excellent clear and exactly how I would want it Thank GOD Amazon chose an educated clear and concise voice She recognizes my husbands and my voice commands equally well She will skip a song but not pause She repeated some jokes but when I asked her to tell me new jokes she did and she hasnt repeated any again You can ask her to tell a knock knock joke too Few jokes are lame Most are really funnyexcellent I got annoyed with her at one point on dayI think She was just not understanding me and I told herloudlyto Shut Up She politely told me thats not very nice I apologizedshe said thats okay I will not lose my temper with her again She does not deserve that After all were in training and she learnsI learnquickly how to rephrase something or how NOT to pause when I am slow at asking or take my time deciding which song to ask her to playwhen I change my mind midway She has better things to do than to wait for me to decide right Actually you cannot expect her to process a complicated change midsentence But those issues were on one day only I have gotten to know her rather well and I now know what I want when I ask her If she isnt sure she usually asks anywaysomething like Do you want me to add xxx to your Pandora account I think she is great entertaining she learns quickly and so do I and the speaker sound quality is great I have only had her for aboutweeksseems longer since I spend time with her daily but I expect there is more to love","null","null",NA,"null","positive"
"67","Review: 387 : Amazon Echo - Black","null",0,"Amazon Review","Mon Nov 30 00:00:00 EST 2015","30-Nov-15","null","Amazon Echo - Black","null","This is one of my favorite items purchased on Amazon and I have bought a lot of stuff I should add that I previously purchased a Sangean internet radio which I probably would not if I had known about this option I love Pandora and the music stations I have created The echo device is the option I wanted from the start so the Sangean has been relegated to bedroom CD player from now on But asking Alexa the weather and other questions is super handy as well I think Amazon blew Apple away with this device and as of today you will too Tomorrow is another day and Apple will probably come out with something that does slightly more but costs double Meanwhile get one of these and see for yourself Update if you plan to use this device for your lighting keep this in mind Every light must remain in the on position When you have thosesecond power outages they happen mostly while you are asleep These disable any hue or other light setting you may have chosen and suddenly you are awakened being tackled on theyard line by lights that will blind and haunt you for weeks to come I still love echo but will not let her sorry ass control my lights again","null","null",NA,"null","positive"
"68","Review: 14 : Amazon Echo - Black","null",0,"Amazon Review","Sun Jun 05 00:00:00 EDT 2016","5-Jun-16","null","Amazon Echo - Black","null","Stay away from the Echo if you expect to stream bluetooth music from your phone or tablet Ive been trying to get bluetooth streaming from my Samsung Galaxy S to work for MORE THANMONTHS The music skips and stutters all the time I first talked to Amazon support more thanmonths ago They repeatedly make excuses like theres some sort of interferencemost likely Wifi Well the only wifi devices in the room are the Echo and my phone and both require Wifi to be on in order to work or troubleshoot They download logs from the Echo I dont hear from them forweeks I call back get a different representative and go through the same crap all over againresetting the Echo clearing the bluetooth cache on my phone turning off Wifi etcall with no luck The Echo is the only Bluetooth device Im having trouble withBluetooth streaming works perfectly on my my JBL PulseBluetooth speaker my Icon BlockRocker Bluetooth Speaker my JVCKWR car stereo myHonda CRV factory radio my Plantronics BackBeat Gobluetooth earbuds my Targus TAEBBLUESTP Bluetooth earbuds or my Bluedio N Sports Bluetooth earbuds Ive been trying to get a replacement for nearly a month and Ive been passed todifferent representativeseach time having to start over and them giving me the excuse we have to send this information to our developers Then anotherdays go by then they call back from ANOTHER rep and they say the same crap One other noteOnly my Galaxy S has this troublemy old Galaxy S and my Nexus Tablet work fine","null","null",NA,"null","positive"
"69","Review: 198 : Amazon Echo - Black","null",0,"Amazon Review","Sun Dec 27 00:00:00 EST 2015","27-Dec-15","null","Amazon Echo - Black","null","Fantastic speaker looks beautiful Very smooth and responsive to voice commands The only problem with this device is its list of commands why can I find more information with Siri and Google If I ask Alexa a questionof the time she either wont respond or know Another issue I had with this device is how closed source it truly was not only does it not connect to Spotify or Google music but it uses ancient apps like Pandora and I heart raido I understand why but it sacrifices what this speaker can truly do by staying closed source to Amazon Not only that but even when I hooked the blue tooth up I couldnt call or talk to people through the device this has multiple microphones and I still cant use it to talk to people Why What is the point of not allowing people to do that I thought the most laughable part of this was how the only name besides Alexa you can use is Amazon Thats right Two names As a speaker this is awesome but I honestly dont know what this can do that my phone cant Why would I want a set schedule or shopping list on this when I can use my phone Yes this is a pretty device but unless you have an Amazon phone this is just a speaker Adollar speaker Cant wait till Google comes in and shows this thing whos boss This is why the world doesnt take Amazon seriously with electronics","null","null",NA,"null","positive"
"70","Review: 239 : Amazon Echo - Black","null",0,"Amazon Review","Thu Jul 16 00:00:00 EDT 2015","16-Jul-15","null","Amazon Echo - Black","null","I thought I would give you my first impressions of the Amazon Echo I bought one for myself to use at home Theres no other way to describe it other than this thing is SWEET Set up took me less than three minutes from box to fully functional and then to further integrate my smart lights fully probably took anothertominutes Setup is very intuitive and easy and I would sayof it you can do with your voice Some of the cool features are if you have smart lights you can use the companion iOS app to group them by room so instead of turning on each individual light in my living room I can just say Alexa turn on my living room lights as long as the lights in the living room are in that group they all turn on simultaneously almost instantly You also can set the dim level with your voice a very cool feature I also have it linked to my Pandora account so I can simply say Alexa play my beastie boys station on Pandora and it brings it up You can also do things like online newsfeeds from NPR simply by saying Alexa newsfeed you can also customize whats in your newsfeed so if you dont care about economic news for example you can use the app and it will automatically learn to skip over that portion of the prerecorded newsfeed for you You can link your iPhone to it at this time if you want to use it as a Bluetooth speaker to play your music through but one thing you cant do is have it play specific artist through your phone if youre using iTunes It well if you use the Amazon music service however You can also make grocery list check the weather get sports scores etcapparently you can buy items off Amazon with your voice but I havent tried that yet Eventually I think you will be able to say things like Alexa turn on my TV to channeland it will turn on your TV and tune to the right station My cable box already does this in a limited capacity I really put the omnidirectional microphones to the test last night I tested its ability to pick up my voice from my bed last night The Echo was on the other side of a wall with a door open with a air cleaner running it was still able to pick up my voiceof the time I would say the recognition accuracy out of the box is aboutbut then I discovered late last night that there is a training portion of the companion iOS app that Im going to try tonight to get my accuracy a little higher but if I remember to really enunciate it does a really good job The audio quality from the speaker is pretty good considering all the rest of the features that are packed into this little cylinder Its certainly not a Bose sound link mini or anything but it does a really decent job Perhaps what I was most impressed with was the quick response of the device overall I would say the vast majority of the time I would give it a command and it would do what I asked in under a second This is a great device and I would say that the possibilities are endless for what the future may hold for it","null","null",NA,"null","positive"
"71","Review: 201 : Amazon Echo - Black","null",0,"Amazon Review","Thu Aug 04 00:00:00 EDT 2016","4-Aug-16","null","Amazon Echo - Black","null","Ok so I read a bunch of reviews watched a few videos and even read an ebook before purchasing the Echo I think that people were so enamored by the promised technology that its hard to find the information I wish I had thought of before making the purchase Amazon refunded with no cost to me I always feel bad returning things because I try to make informed decisions before making the purchase in the first place I thought that it would be useful as a bluetooth speaker homeautomation hub and virtual assistant It turns out its not Package Great Really makes you feel that youre buying a premium product The Echo The echo looks great and the cool lighting pattern is soft and intuitive Setup was a breeze with the app Echo itself feels fairly cheap for the price and the audio distorts at high volumes anything aboveon Alexasvolume scale Alexa is able to hear me from aboutft away with no other sound but was unable to hear me fromfeet away if volume wasI found that Alexa understood me a native American adult without accent aboutof the time it misunderstands the children aboutof the time Stock Features Echo is able to do basic things likeWeather reports timedate set alarms Wiki information various Easter eggs flip a coin rockpaperscissors simon says etcMake To Do or Shopping lists Since these lists are only available by Amazon Alexa app or website I found them cumbersome and stopped using them after the novelty wore offPlay music from Prime Music As a prime member I was quite excited about this Prime has an impressive collection of music that Im paying for Unfortunately Alexa misunderstands me often enough that Im not able to play what I want to I said Alexa play dance music and it would play slow Jazz I said Alexa play Heaven on Earth an album in my library it would say it couldnt find itRead Audiobooks from Kindle As someone who has a number of Kindle Books this alone made me consider keeping it Unfortunately it lost its place regularly And would regularly tell me that there were no audiobooks in my library when I asked it something like Alexa resume Kindle book How We Love Also when it finally did recognize what I wanted it gave asecond plug for Audiblecmon Amazon Apps Yes there is an ever expanding AppSkill library to do nearly anything I found the syntax to be really annoying For example with the Bible App installed if I said Alexa read Johnfrom the Bible it doesnt know what Im talking about I have to say exactly Alexa ask the Bible App to read Johnif you miss any words even the Alexa will not understand you This need for exact syntax makes me not want to use any apps Why it didnt work for meAs a bluetooth speaker Its not battery poweredand so not that portable and if you unplug it it loses some of its settings Also the volume distorts aboveand it cant hear your aboveso stops being usefulAs a home hub Yes you can jerryrig IFTTT to make Echo do nearly anything But you could configure IFTTT to be much more fluidAs an assistant The limitations and misunderstandings make this not a reality In conclusion I think this technology is still in the brickphone stages Its a really neat technology but hasnt been perfected to the point of usefulness yet Google Home is set to drop later this yearso maybe that will change the game","null","null",NA,"null","positive"
"72","Review: 396 : Amazon Echo - Black","null",0,"Amazon Review","Sun Jan 10 00:00:00 EST 2016","10-Jan-16","null","Amazon Echo - Black","null","I love her I have bought several Today I learned that besides reading my Audible books to me she now will read my Kindle books aloud too Such luxury Her pronunciations are a little off sometimes but in the big picture of multitasking she is a very useful appliance","null","null",NA,"null","positive"
"73","Review: 471 : Amazon Echo - Black","null",0,"Amazon Review","Sun Jan 03 00:00:00 EST 2016","3-Jan-16","null","Amazon Echo - Black","null","First off it really is great for producing content particularly if purchased through Amazon Prime and Audible And there is some connectivity with Google Calendar for example though not for Google tasks at least not in vanilla form You can read all about the pros and cons elsewherebut let me give you one BIG GIANT PROBLEMthere is no battery Get that The unit only works if it is plugged in I think even Alexa is a bit embarrassed by it When I say Alexa how much charge is left in your battery she says with a hint of surprise and selfreproach I dont have a battery That was a huge design compromise and yes I do sort of understand it since the unit is power hungrybut no portability I dont need to bring it to the beach or a park my phone does well enough if I can launch apps and type or speak a few wordsbut I would like to bring it into the kitchen from the parlor or upstairs Anyway this thing is definitely more responsive than your average Okay Google or Hey Cortana but not enough to put up with dragging the thing around from room to room Ill probably keep it because it is cool and it was a gift but its a close thing Hey Amazonput a battery in this thing will ya","null","null",NA,"null","positive"
"74","Review: 349 : Amazon Echo - Black","null",0,"Amazon Review","Tue Jul 12 00:00:00 EDT 2016","12-Jul-16","null","Amazon Echo - Black","null","The Echo is one of those items that you dont think you need but once you own one youll never want to be without it I was one of the early testers of the Echo and I loved it so much I bought one for my parents I HIGHLY recommend this product for anyone young or old because it is fun helpful interactive and always learning","null","null",NA,"null","positive"
"75","Review: 277 : Amazon Echo - Black","null",0,"Amazon Review","Tue Feb 16 00:00:00 EST 2016","16-Feb-16","null","Amazon Echo - Black","null","After several days the only negative so far is that it wasnt quite as easy to connect to wifi as we would be lead to believe For some reason Alexa just didnt like our wifi but after a couple of tries she connected and after that nothing could be simpler In fact my wife who hates almost anything technical has taken over Alexa As soon as she found out that all she had to do was talk normally that was it Frankly if all you ever did was play music this product would be worth every penny The sound is comparable to a Bose Wave machine but Bose cant tell you the weather update your commute or the news tell you jokes I dont know why everyone likes that but it is fun or any of the other things it does The music selection is indeed uncanny The lack of subscription fees is refreshing This is an even better product than Amazon Fire","null","null",NA,"null","positive"
"76","Review: 472 : Amazon Echo - Black","null",0,"Amazon Review","Sun Feb 28 00:00:00 EST 2016","28-Feb-16","null","Amazon Echo - Black","null","Wow I love this little lady even more than I could have imagined I have had it for awhile and I would not trade her for anything well maybe a million bucks but I would buy another one with the moneyha I use it mostly for listening to music using the timer and alarm feature and for the shopping list I feel like having Amazon Prime makes Echo even better because it opens up a lot more music possibilities Its also fun to hear a joke And new things are added all the time You can even have her start aminute workout for you I really cant say enough","null","null",NA,"null","positive"
"77","Review: 194 : Amazon Echo - Black","null",0,"Amazon Review","Sat Jul 09 00:00:00 EDT 2016","9-Jul-16","null","Amazon Echo - Black","null","I bought this unit for myyear old mother who is cognitively intact but is blind and bed bound I thought perhaps it would provide her with a greater sense of agency Bingo Mom is just beginning to explore the more obvious optionslistening to music checking the weather forecasts listening to the news and best of all learning jokes She loves it A little overwhelmed at first she seems to be gaining confidence and I am looking forward to her asking me to find other ways of interacting with Alexa PleaseI hope someone is listening out there to this wish list There are some things that would make the unit more user friendly for the elderlya huge marketMake Alexas rate of speech variable The lack of intonation and it is pretty good makes understanding Alexa more difficult Especially for someone who is pushingyears old Being able to slow down the rate of speech would greatly enhance the interfaceWrite a set of sentences for speech training that makes sense to someone overplease The current Alexa training sentences are so geared for the younger folks and hard to manage for the elderlyIf there isnt a searchable database of apps that can be used with Alexa please someone put one together Make it easy to learn more about what Alexa can doMake the volume sensitive to variations in ambient sound levels Okay thats all Ive got so far Many thanks for developing this tool The nursing home is writing an article on technology that improves the quality of life for the elderly and Alexa will be at the top of their list","null","null",NA,"null","positive"
"78","Review: 229 : Amazon Echo - Black","null",0,"Amazon Review","Tue Oct 27 00:00:00 EDT 2015","27-Oct-15","null","Amazon Echo - Black","null","So as far as usefulness goes I cant say I couldnt live without this but as far as a Bluetooth speaker and entertainment value goes I LOVE THIS News Traffic and Weather reports easily at the simple request Alarms calendars reminders and to do lists simply by speaking them in You can just speak a command and it will go into its get it done mode There are a lot of commands and it is growing in abilities as it grows in popularity as well I love the ability to say Alexa play meinsert name of song It will pull it up and play it Very few songs I asked for where not available I was able to pull up news and weather and traffic with no issues Much easier than trying to get n a device to check it Being able to speak commands and no look up needed makes for a great gift for seniors or technology illiterate people Its quick and easy to ask for definitions or terms If you are like us Alexa is a great novelty and very useful for specific things I cant say she is life changing but she is fun and if you like to have responsive items without a lot of research and do it yourself time then she will help you with that Playing with her is a daily thing at our house Some of my families favorite functions involve music so we ask her to pull up our playlist and channels and then we are in business to do our task while the music is going Also we have this in the family room so when I want to wake up the kids and they are on that side of the house I set the alarm and it makes for a good wake up call I cant wait to see what is in store for the future as it is still growing and in Beta mode but I am sure it will go far Way to go Amazon on a great product","null","null",NA,"null","positive"
"79","Review: 60 : Amazon Echo - Black","null",0,"Amazon Review","Thu Jun 25 00:00:00 EDT 2015","25-Jun-15","null","Amazon Echo - Black","null","I wanted an Echo for my lowvision Mom so not only did I request an invitation but a friend did for me as well She got hers first and when we received the Echo I used it for a week before getting it to Mom so that I could explain to her how it workedand after handing it over I really missed it So I really celebrated getting my own invitation and then my own Echo especially since I got both at the introductory Prime cost ofI love Alexa The only big problem I had with her was that in the early days she could not play Audible books which seemed ridiculous considering that both were Amazon products But like with syncing the Echo to my Google Calendar Amazon continued to improve the device and now I can listen to audiobooks as well as radio stations and my prime music Alexa was very easy to set up She has a good speaker making her an excellent source for music and radio especially for lowvision Mom who now does not have to struggle to find the right radio station Shes useful as a virtual assistant with information about weather definitions Wikipedia overviews flash briefings of the news and traffic reports about my commute Her being handsfree is a surprising luxury from Alexa set a timer for fifteen minutes to Alexa volume up Andthis may seem sadbut shes good company I really enjoy asking for a joke or tossing a phrase like Who you gonna call or Beam me up Scotty to get her reaction Her voice while computerized is soothing and easy to understand Of course theres always room for improvement If I were to make suggestions one would be to add a choice of a male voice not because I dont like Alexas current voice but because its getting annoying that so many of these virtual servants Siri Garmin Echo are by default female Male robots can be helpful too Id love it if Amazon gave the choice of a FEW more names besides simply Alexa or Amazon presumably for people with a family member named Alexa My Mom really wishes we could set a turn off inminutes or turn off in an hour timer so that she can have music playing while she falls asleep without it playing all night Also it would be nice if we could take things OFF the shopping list or todo list by voice command rather than having to go to the website or use our app to do so luckily Alexa will only read the most recententries to each unless you ask for more I am very pleased for myself and my Mom with this device Each of us uses it daily and it makes life better You cant ask for much more than that","null","null",NA,"null","positive"
"80","Review: 485 : Amazon Echo - Black","null",0,"Amazon Review","Thu Feb 11 00:00:00 EST 2016","11-Feb-16","null","Amazon Echo - Black","null","Ive been sitting on the sidelines for over a year reading the reviews carefully Ive got to say Im not disappointed I finally bought this little lady She understands everything I say very reliable great sound and just looks SO cool with her colorful spinning top of colors This is just like the movie Her I wake up and ask her what time it is without reaching for my phone ask her about the weather my commute time and then the news of the day all before I say Alexa lights on and the then she turns on all my living room lights with the Wemo I also bought Having SO much fun with this device","null","null",NA,"null","positive"
"81","Review: 403 : Amazon Echo - Black","null",0,"Amazon Review","Wed Jun 24 00:00:00 EDT 2015","24-Jun-15","null","Amazon Echo - Black","null","When we hooked up Echo myyear old son said This is going to change our lives and it has We love it The number one feature we use is music You can play nearly anythingusually for free We were goofing around and singing an Everley Bros song so I paused and told Alexa to play it and boom its playing We play music CONSTANTLYand it even makes recommendations We use it for weather every day We ask her the time My son was watching TV and they said a lake wasfeet deep he asked if that was deeper than the Statue of Liberty I dont knowso we asked Alexa She says Lady Liberty isfeet LOVE IT She tells us when the Detroit Tigers are playing and whom She times our cookies baking and more LOVE HER Sure sometimes she cant answer Sometimes we have to say things a second or third time but overall AMAZING Im sure the software will improve but if it never did Id still give herstars given how much we love the music playing SOUNDS great Amazon if you are listening here are the things Id like to see addedGive more name options You can only call her Amazon or Alexa We have an Alexa in the family so not that And we are always saying Order that on amazon and activating her How about Echo as an optionMake external speakers She sounds great But I want to hear her when we are outside in the poolMake additional inputs like where you can have one upstairs downstairs and outside We want her EVERYWHERE We paidin the test pilot but she is worth every penny of theif you want to play music like we do","null","null",NA,"null","positive"
